#,Artista,Álbum,Año,Pista,Título Canción,BPM Base,Half-Time,Double-Time,Compás,Tonalidad (Key),Camelot,Duración
725,Tiago PZK,Portales,2022,2,Hablando de Love,118,59,236,4/4,G# Menor,1A,2:56
726,Tiago PZK,Portales,2022,3,Traductor (ft. Myke Towers),96,48,192,4/4,C# Menor,12A,3:04
727,Tiago PZK,Portales,2022,4,Entre Nosotros (ft. LIT killah),90,45,180,4/4,A# Menor,3A,3:12
728,Tiago PZK,Portales,2022,5,Salimo de Noche (ft. Trueno),96,48,192,4/4,D# Menor,2A,2:58
729,Tiago PZK,Portales,2022,6,Sex & Love,125,62.5,250,4/4,F# Menor,11A,3:20
730,Tiago PZK,Portales,2022,7,Casa de Chapa,140,70,280,4/4,G# Menor,1A,2:44
731,Tiago PZK,GOTTI A,2024,1,Todas Las Estrellas,128,64,256,4/4,C# Menor,12A,2:52
732,Tiago PZK,GOTTI A,2024,2,Piel (ft. Ke Personajes),100,50,200,4/4,A# Menor,3A,3:02
733,Tiago PZK,GOTTI A,2024,3,Mi Cuarto (ft. Rels B),105,52.5,210,4/4,D# Menor,2A,2:56
734,Tiago PZK,GOTTI A,2024,4,"Alegría (ft. Anitta, Emilia)",128,64,256,4/4,F# Menor,11A,2:44
735,Tiago PZK,GOTTI A,2024,5,De Vuelta (ft. Manuel Turizo),95,47.5,190,4/4,G# Menor,1A,3:14
736,Milo J,511,2023,1,Rara Vez (ft. Taiu),120,60,240,4/4,F Menor,4A,2:34
737,Milo J,511,2023,2,Milagrosa,140,70,280,4/4,C# Menor,12A,2:20
738,Milo J,511,2023,3,El Paso,135,67.5,270,4/4,G# Menor,1A,2:30
739,Milo J,511,2023,4,Tu Manta,130,65,260,4/4,A# Menor,3A,2:15
740,Milo J,111,2023,1,Carencias de Cordura (ft. Yami Safdie),90,45,180,4/4,D# Menor,2A,3:12
741,Milo J,111,2023,2,M.A.I,85,42.5,170,4/4,F# Menor,11A,2:42
742,Milo J,111,2023,3,Sincera Te,140,70,280,4/4,G# Menor,1A,2:40
743,Milo J,111,2023,4,Una Bala (ft. Peso Pluma),135,67.5,270,4/4,C# Menor,12A,3:18
744,Milo J,111,2023,5,Penas de Antaño,140,70,280,4/4,G Mayor,9B,3:25
745,Milo J,166,2024,1,3 Pecados Después,130,65,260,4/4,A# Menor,3A,2:48
746,Milo J,166,2024,2,Antes de los 20,125,62.5,250,4/4,D# Menor,2A,2:56
747,Milo J,166,2024,3,La Tola y el Velero,120,60,240,4/4,F# Menor,11A,3:08
748,Milo J,166,2024,4,Toro,135,67.5,270,4/4,G# Menor,1A,2:38
749,Quevedo,Donde Quiero Estar,2023,1,Ahora Qué,124,62,248,4/4,C# Menor,12A,2:50
750,Quevedo,Donde Quiero Estar,2023,2,Playa del Inglés (ft. Myke Towers),118,59,236,4/4,A# Menor,3A,3:58
751,Quevedo,Donde Quiero Estar,2023,3,Sin Señal (ft. Ovy On The Drums),118,59,236,4/4,F# Menor,11A,3:04
752,Quevedo,Donde Quiero Estar,2023,4,Dame,128,64,256,4/4,G# Menor,1A,3:10
753,Quevedo,Donde Quiero Estar,2023,5,Cuéntale,95,47.5,190,4/4,D# Menor,2A,3:18
754,Quevedo,Donde Quiero Estar,2023,6,Luces Azules,90,45,180,4/4,C# Menor,12A,2:36
755,Quevedo,Donde Quiero Estar,2023,7,Punto G,92,46,184,4/4,A Mayor,11B,2:31
756,Quevedo,Donde Quiero Estar,2023,8,Me Falta Algo,80,40,160,4/4,F# Menor,11A,3:12
757,Quevedo,Donde Quiero Estar,2023,9,Lisboa,120,60,240,4/4,G# Menor,1A,2:46
758,Quevedo,Buenas Noches,2024,1,Buenas Noches,128,64,256,4/4,A# Menor,3A,3:05
759,Quevedo,Buenas Noches,2024,2,Duro,130,65,260,4/4,D# Menor,2A,2:54
760,Quevedo,Buenas Noches,2024,3,Gran Vía,125,62.5,250,4/4,C# Menor,12A,3:14
761,Quevedo,Buenas Noches,2024,4,Halo,126,63,252,4/4,F# Menor,11A,3:22
762,Quevedo,Buenas Noches,2024,5,El Baifo,92,46,184,4/4,C Mayor,8B,2:48
763,Quevedo,Buenas Noches,2024,6,Ni Borracho,153,76.5,306,4/4,A Menor,8A,3:12
764,Rels B,Flakk Daniel's Lp,2018,1,Lejos de Ti,90,45,180,4/4,F# Menor,11A,3:30
765,Rels B,Flakk Daniel's Lp,2018,2,A Mí,95,47.5,190,4/4,C# Mayor,3B,3:12
766,Rels B,Flakk Daniel's Lp,2018,3,Euromillón,92,46,184,4/4,G# Menor,1A,3:40
767,Rels B,Flakk Daniel's Lp,2018,4,No Me Preocupa,90,45,180,4/4,A# Menor,3A,3:28
768,Rels B,Happy Birthday Flakko,2019,1,"¿Cómo Te Va, Querida?",85,42.5,170,4/4,D# Menor,2A,3:38
769,Rels B,Happy Birthday Flakko,2019,2,Orgullo,90,45,180,4/4,C# Menor,12A,3:24
770,Rels B,Happy Birthday Flakko,2019,3,Sin Mirar las Señales,85,42.5,170,4/4,F# Menor,11A,3:15
771,Rels B,AfroLOVA' 23,2023,1,AfroLOVA,100,50,200,4/4,G# Menor,1A,2:46
772,Rels B,AfroLOVA' 23,2023,2,un rodeoooo,105,52.5,210,4/4,A# Menor,3A,3:06
773,Rels B,AfroLOVA' 23,2023,3,sin gato (MIA),102,51,204,4/4,D# Menor,2A,2:52
774,Rels B,AfroLOVA' 23,2023,4,la prisión,98,49,196,4/4,C# Menor,12A,2:58
775,Rels B,a new star (1 9 9 3),2024,1,La Última Canción,91,45.5,182,4/4,C# Menor,12A,3:02
776,Rels B,a new star (1 9 9 3),2024,2,Caída del Cielo,95,47.5,190,4/4,F# Menor,11A,2:50
777,Rels B,a new star (1 9 9 3),2024,3,UYUNI,111,55.5,222,4/4,F Mayor,7B,3:15
778,Rels B,a new star (1 9 9 3),2024,4,LLEVA AL SOL,101,50.5,202,4/4,G Mayor,9B,3:08
779,Bad Gyal,Slow Wine Mixtape,2016,1,Fiebre,96,48,192,4/4,F# Menor,11A,4:01
780,Bad Gyal,Slow Wine Mixtape,2016,2,Mercadona,95,47.5,190,4/4,G# Menor,1A,3:22
781,Bad Gyal,Slow Wine Mixtape,2016,3,Dinero,95,47.5,190,4/4,C# Menor,12A,3:18
782,Bad Gyal,Worldwide Angel,2018,1,Blink,96,48,192,4/4,A# Menor,3A,3:28
783,Bad Gyal,Worldwide Angel,2018,2,Candela,98,49,196,4/4,D# Menor,2A,3:32
784,Bad Gyal,Worldwide Angel,2018,3,Internacional,96,48,192,4/4,F# Menor,11A,3:15
785,Bad Gyal,Worldwide Angel,2018,4,Yo Sigo Iual,96,48,192,4/4,G# Menor,1A,3:02
786,Bad Gyal,Warm Up,2021,1,44,95,47.5,190,4/4,C# Menor,12A,3:05
787,Bad Gyal,Warm Up,2021,2,Zorra (Remix ft. Rauw Alejandro),96,48,192,4/4,A# Menor,3A,3:24
788,Bad Gyal,Warm Up,2021,3,Blin Blin (ft. Juanka),95,47.5,190,4/4,D# Menor,2A,2:46
789,Bad Gyal,La Joia,2024,1,Real G (ft. Quevedo),96,48,192,4/4,F# Menor,11A,3:12
790,Bad Gyal,La Joia,2024,2,Bota Niña (ft. Anitta),105,52.5,210,4/4,G# Menor,1A,3:08
791,Bad Gyal,La Joia,2024,3,Mi Lova (ft. Myke Towers),96,48,192,4/4,C# Menor,12A,3:40
792,Bad Gyal,La Joia,2024,4,"Chulo pt.2 (ft. Tokischa, Young Miko)",97,48.5,194,4/4,D# Menor,2A,3:39
793,Bad Gyal,La Joia,2024,5,Sin Carné,96,48,192,4/4,A# Menor,3A,2:02
794,Bad Gyal,La Joia,2024,6,Pop Pop,100,50,200,4/4,F# Menor,11A,2:14
795,Sech,Sueños,2019,1,Soñando Despierto,85,42.5,170,4/4,C# Menor,12A,2:46
796,Sech,Sueños,2019,2,Otro Trago (ft. Darell),176,88,352,4/4,G# Menor,1A,3:46
797,Sech,Sueños,2019,3,Qué Más Pues (ft. Maluma),90,45,180,4/4,F# Menor,11A,3:42
798,Sech,Sueños,2019,4,Boomerang,90,45,180,4/4,A# Menor,3A,3:10
799,Sech,Sueños,2019,5,"Solita (ft. Farruko, Zion & Lennox)",92,46,184,4/4,D# Menor,2A,3:40
800,Sech,Sueños,2019,6,Miss Lonely,90,45,180,4/4,C# Menor,12A,2:54
801,Sech,1 of 1,2020,1,Relación,170,85,340,4/4,F# Menor,11A,3:04
802,Sech,1 of 1,2020,2,Casino,90,45,180,4/4,G# Menor,1A,3:02
803,Sech,1 of 1,2020,3,Confía (ft. Daddy Yankee),92,46,184,4/4,A# Menor,3A,3:22
804,Sech,1 of 1,2020,4,Si Te Vas (ft. Ozuna),90,45,180,4/4,D# Menor,2A,3:24
805,Sech,42,2021,1,Pata' Abajo,95,47.5,190,4/4,C# Menor,12A,2:46
806,Sech,42,2021,2,Sal y Perrea,96,48,192,4/4,F# Menor,11A,3:30
807,Sech,42,2021,3,911,92,46,184,4/4,D# Menor,2A,3:35
808,Sech,42,2021,4,Una Nota,94,47,188,4/4,G# Menor,1A,3:04
809,Ryan Castro,Reggaetonea,2022,1,Jordan,92,46,184,4/4,F# Menor,11A,2:40
810,Ryan Castro,Reggaetonea,2022,2,Mujeriego,80,40,160,4/4,A Mayor,11B,3:08
811,Ryan Castro,Reggaetonea,2022,3,Monastery (ft. Feid),90,45,180,4/4,C# Menor,12A,3:05
812,Ryan Castro,Reggaetonea,2022,4,Q' Hubo Bebé,94,47,188,4/4,G# Menor,1A,2:52
813,Ryan Castro,Reggaetonea,2022,5,Medellín,90,45,180,4/4,A# Menor,3A,3:10
814,Ryan Castro,Los Piratas,2022,1,"Marisola (Remix ft. Cris Mj, Duki, Standly)",96,48,192,4/4,D# Menor,2A,4:15
815,Ryan Castro,Los Piratas,2022,2,Bésame,95,47.5,190,4/4,C# Menor,12A,2:46
816,Ryan Castro,Los Piratas,2022,3,Gueto Star,96,48,192,4/4,F# Menor,11A,3:20
817,Ryan Castro,El Cantante del Ghetto,2024,1,El Cantante del Ghetto,92,46,184,4/4,G# Menor,1A,3:30
818,Ryan Castro,El Cantante del Ghetto,2024,2,"Quema (ft. Peso Pluma, SOG)",97,48.5,194,4/4,C Mayor,8B,2:44
819,Ryan Castro,El Cantante del Ghetto,2024,3,Pueblo de Medallo,96,48,192,4/4,A# Menor,3A,3:12
820,Ryan Castro,El Cantante del Ghetto,2024,4,Fresa,95,47.5,190,4/4,D# Menor,2A,3:02
821,Ryan Castro,El Cantante del Ghetto,2024,5,Maleante,94,47,188,4/4,C# Menor,12A,2:58
822,Blessd,Hecho en Medellín,2021,1,"Medallo (ft. Justin Quiles, Lenny Tavárez)",90,45,180,4/4,F# Menor,11A,3:30
823,Blessd,Hecho en Medellín,2021,2,Hace Tiempo,92,46,184,4/4,G# Menor,1A,2:54
824,Blessd,Hecho en Medellín,2021,3,Quien TV,94,47,188,4/4,C# Menor,12A,2:46
825,Blessd,Hecho en Medellín,2021,4,Te Extraño,85,42.5,170,4/4,A# Menor,3A,3:18
826,Blessd,Hecho en Medellín,2021,5,Dos Problemas,90,45,180,4/4,D# Menor,2A,3:12
827,Blessd,Siempre Blessd,2022,1,Que Duro,96,48,192,4/4,C# Menor,12A,2:44
828,Blessd,Siempre Blessd,2022,2,Ziploc,95,47.5,190,4/4,F# Menor,11A,2:50
829,Blessd,Siempre Blessd,2022,3,Tendencia Global (ft. Myke Towers),94,47,188,4/4,G# Menor,1A,3:40
830,Blessd,Siempre Blessd,2022,4,10 PM,92,46,184,4/4,A# Menor,3A,2:58
831,Blessd,Siempre Blessd,2022,5,Ojitos Rojos,90,45,180,4/4,D# Menor,2A,3:06
832,Blessd,Si Sabe,2024,1,Si Sabe Ferxxo (ft. Feid),95,47.5,190,4/4,C# Menor,12A,3:14
833,Blessd,Si Sabe,2024,2,Las Morras (Remix ft. Peso Pluma),135,67.5,270,4/4,F# Menor,11A,3:05
834,Blessd,Si Sabe,2024,3,Condenado al Éxito,92,46,184,4/4,G# Menor,1A,2:46
835,Blessd,Si Sabe,2024,4,Mírame (ft. Ovy On The Drums),176,88,352,4/4,G Mayor,9B,3:06
836,Blessd,Si Sabe,2024,5,Palabras Sobran,90,45,180,4/4,A# Menor,3A,2:52
837,Manuel Turizo,ADN,2019,1,Una Lady Como Tú,84,42,168,4/4,G# Menor,1A,3:44
838,Manuel Turizo,ADN,2019,2,Esperándote,94,47,188,4/4,F# Menor,11A,3:20
839,Manuel Turizo,ADN,2019,3,Bésame (ft. Valentino),92,46,184,4/4,C# Menor,12A,3:30
840,Manuel Turizo,ADN,2019,4,Culpables,92,46,184,4/4,A# Menor,3A,3:14
841,Manuel Turizo,ADN,2019,5,Sola,96,48,192,4/4,D# Menor,2A,3:07
842,Manuel Turizo,ADN,2019,6,Caso Perdido,90,45,180,4/4,F# Menor,11A,3:12
843,Manuel Turizo,Dopamina,2021,1,Quiéreme Mientras Se Pueda,92,46,184,4/4,G# Menor,1A,3:16
844,Manuel Turizo,Dopamina,2021,2,"La Nota (ft. Rauw Alejandro, Myke Towers)",89,44.5,178,4/4,B Menor,10A,3:36
845,Manuel Turizo,Dopamina,2021,3,Mala Costumbre (ft. Wisin & Yandel),95,47.5,190,4/4,C# Menor,12A,3:15
846,Manuel Turizo,Dopamina,2021,4,Amor En Coma (ft. Maluma),92,46,184,4/4,A# Menor,3A,3:40
847,Manuel Turizo,2000,2023,1,La Bachata,125,62.5,250,4/4,G# Menor,1A,2:42
848,Manuel Turizo,2000,2023,2,El Merengue (ft. Marshmello),124,62,248,4/4,C# Menor,12A,3:08
849,Manuel Turizo,2000,2023,3,Triste,130,65,260,4/4,F# Menor,11A,3:24
850,Manuel Turizo,2000,2023,4,Éxtasis (ft. María Becerra),118,59,236,4/4,D# Menor,2A,3:11
851,Cris Mj,Welcome To My Desert,2022,1,Una Noche en Medellín,96,48,192,4/4,A# Menor,3A,2:33
852,Cris Mj,Welcome To My Desert,2022,2,Como Te Va,95,47.5,190,4/4,C# Menor,12A,2:48
853,Cris Mj,Welcome To My Desert,2022,3,Bellakera,96,48,192,4/4,F# Menor,11A,2:50
854,Cris Mj,Welcome To My Desert,2022,4,Polémica,96,48,192,4/4,G# Menor,1A,2:36
855,Cris Mj,Partyson,2023,1,Partyson,100,50,200,4/4,D# Menor,2A,2:44
856,Cris Mj,Partyson,2023,2,No Andamos Jugando,100,50,200,4/4,C# Menor,12A,2:30
857,Cris Mj,Partyson,2023,3,Mi Facha,98,49,196,4/4,F# Menor,11A,2:42
858,Cris Mj,Partyson,2023,4,Daytona,98,49,196,4/4,A# Menor,3A,2:26
859,Cris Mj,Partyson,2023,5,Diabólica,100,50,200,4/4,G# Menor,1A,2:38
860,Cris Mj,Singles,2024,1,Gata Only (con FloyyMenor),100,50,200,4/4,G# Menor,1A,3:42
861,Cris Mj,Singles,2024,2,Si No Es Contigo,100,50,200,4/4,C# Menor,12A,2:45
862,Cris Mj,Singles,2024,3,"Después de la 1 (ft. FloyyMenor, Louki)",100,50,200,4/4,F# Menor,11A,2:58
863,FloyyMenor,El Comienzo,2024,1,Gata Only (ft. Cris Mj),100,50,200,4/4,G# Menor,1A,3:42
864,FloyyMenor,El Comienzo,2024,2,Peligrosa,100,50,200,4/4,F# Menor,11A,2:35
865,FloyyMenor,El Comienzo,2024,3,Apaga el Cel (ft. Lewis Somes),100,50,200,4/4,C# Menor,12A,2:48
866,FloyyMenor,El Comienzo,2024,4,Gabanna,98,49,196,4/4,A# Menor,3A,2:30
867,FloyyMenor,El Comienzo,2024,5,Me Gusta,100,50,200,4/4,D# Menor,2A,2:24
868,FloyyMenor,El Comienzo,2024,6,Tu Silueta,98,49,196,4/4,G# Menor,1A,2:36
869,FloyyMenor,El Comienzo,2024,7,Un Star,100,50,200,4/4,C# Menor,12A,2:40
870,Dei V,¿Quién es Dei V?,2023,1,¿Quién Es Dei V?,140,70,280,4/4,F# Menor,11A,3:10
871,Dei V,¿Quién es Dei V?,2023,2,Veldá,102,51,204,4/4,C# Mayor,3B,3:55
872,Dei V,¿Quién es Dei V?,2023,3,Narcotics (ft. Bryant Myers),140,70,280,4/4,G# Menor,1A,3:45
873,Dei V,¿Quién es Dei V?,2023,4,Trending Remix (ft. Myke Towers),94,47,188,4/4,A# Menor,3A,3:30
874,Dei V,¿Quién es Dei V?,2023,5,Matricula,140,70,280,4/4,D# Menor,2A,3:18
875,Dei V,Quién Es Dei V? Pt. 2,2024,1,Clima,100,50,200,4/4,C# Menor,12A,2:54
876,Dei V,Quién Es Dei V? Pt. 2,2024,2,Diamante,140,70,280,4/4,F# Menor,11A,3:02
877,Dei V,Quién Es Dei V? Pt. 2,2024,3,Martini,96,48,192,4/4,G# Menor,1A,2:48
878,Dei V,Quién Es Dei V? Pt. 2,2024,4,Quicky,100,50,200,4/4,A# Menor,3A,3:12
879,Dei V,Quién Es Dei V? Pt. 2,2024,5,Hot,140,70,280,4/4,D# Menor,2A,2:46
880,Omar Courtz,Primera Musa,2024,1,Intro,140,70,280,4/4,C# Menor,12A,2:20
881,Omar Courtz,Primera Musa,2024,2,Luces de Colores,92,46,184,4/4,A Menor,8A,3:15
882,Omar Courtz,Primera Musa,2024,3,Koko,98,49,196,4/4,A♭ Mayor,4B,3:08
883,Omar Courtz,Primera Musa,2024,4,Amandita,95,47.5,190,4/4,F# Menor,11A,3:04
884,Omar Courtz,Primera Musa,2024,5,En Su Nota,100,50,200,4/4,G# Menor,1A,3:12
885,Omar Courtz,Primera Musa,2024,6,Sexy,96,48,192,4/4,D# Menor,2A,2:58
886,Omar Courtz,Primera Musa,2024,7,"Faya (ft. BASSYY, Derek Santana)",98,49,196,4/4,C# Mayor,3B,3:05
887,Omar Courtz,Primera Musa,2024,8,Baby Schizo,140,70,280,4/4,C# Menor,12A,3:22
888,Omar Courtz,Primera Musa,2024,9,QUE VAS HACER HOY?,96,48,192,4/4,F# Menor,11A,3:18
889,Eminem,The Slim Shady LP,1999,1,My Name Is,86,43,172,4/4,F Mayor,7B,4:28
890,Eminem,The Slim Shady LP,1999,2,Guilty Conscience (ft. Dr. Dre),92,46,184,4/4,C# Menor,12A,3:19
891,Eminem,The Slim Shady LP,1999,3,Role Model,96,48,192,4/4,G# Menor,1A,3:25
892,Eminem,The Marshall Mathers LP,2000,1,The Real Slim Shady,104,52,208,4/4,C Menor,5A,4:44
893,Eminem,The Marshall Mathers LP,2000,2,Stan (ft. Dido),80,40,160,4/4,F# Menor,11A,6:44
894,Eminem,The Marshall Mathers LP,2000,3,The Way I Am,87,43.5,174,4/4,C# Menor,12A,4:50
895,Eminem,The Marshall Mathers LP,2000,4,Kill You,107,53.5,214,4/4,A# Menor,3A,4:24
896,Eminem,The Eminem Show,2002,1,Without Me,112,56,224,4/4,F# Menor,11A,4:50
897,Eminem,The Eminem Show,2002,2,Cleanin' Out My Closet,148,74,296,4/4,A Menor,8A,4:57
898,Eminem,The Eminem Show,2002,3,Sing for the Moment,82,41,164,4/4,F Menor,4A,5:39
899,Eminem,The Eminem Show,2002,4,Till I Collapse (ft. Nate Dogg),171,85.5,342,4/4,G# Menor,1A,4:57
900,Eminem,The Eminem Show,2002,5,Superman,130,65,260,4/4,E Menor,9A,5:50
901,Eminem,8 Mile Soundtrack,2002,1,Lose Yourself,171,85.5,342,4/4,D Menor,7A,5:26
902,Eminem,Encore,2004,1,Mockingbird,84,42,168,4/4,E Menor,9A,4:10
903,Eminem,Encore,2004,2,Like Toy Soldiers,79,39.5,158,4/4,B♭ Mayor,6B,4:56
904,Eminem,Recovery,2010,1,Not Afraid,86,43,172,4/4,C Menor,5A,4:08
905,Eminem,Recovery,2010,2,Love The Way You Lie (ft. Rihanna),87,43.5,174,4/4,G Menor,6A,4:23
906,Eminem,The Death of Slim Shady,2024,1,Houdini,127,63.5,254,4/4,G# Menor,1A,3:47
907,Eminem,The Death of Slim Shady,2024,2,"Tobey (ft. Big Sean, BabyTron)",140,70,280,4/4,C# Menor,12A,4:44
908,Kendrick Lamar,"good kid, m.A.A.d city",2012,1,"Bitch, Don't Kill My Vibe",134,67,268,4/4,B♭ Mayor,6B,5:10
909,Kendrick Lamar,"good kid, m.A.A.d city",2012,2,Backseat Freestyle,78,39,156,4/4,C# Menor,12A,3:32
910,Kendrick Lamar,"good kid, m.A.A.d city",2012,3,Money Trees (ft. Jay Rock),72,36,144,4/4,E Menor,9A,6:26
911,Kendrick Lamar,"good kid, m.A.A.d city",2012,4,Poetic Justice (ft. Drake),136,68,272,4/4,C Menor,5A,5:00
912,Kendrick Lamar,"good kid, m.A.A.d city",2012,5,m.A.A.d city (ft. MC Eiht),91,45.5,182,4/4,F# Menor,11A,5:50
913,Kendrick Lamar,"good kid, m.A.A.d city",2012,6,Swimming Pools (Drank),148,74,296,4/4,G# Menor,1A,5:13
914,Kendrick Lamar,To Pimp a Butterfly,2015,1,King Kunta,107,53.5,214,4/4,G# Menor,1A,3:54
915,Kendrick Lamar,To Pimp a Butterfly,2015,2,Alright,110,55,220,4/4,F# Menor,11A,3:39
916,Kendrick Lamar,To Pimp a Butterfly,2015,3,The Blacker the Berry,88,44,176,4/4,C# Menor,12A,5:28
917,Kendrick Lamar,DAMN.,2017,1,DNA.,140,70,280,4/4,F# Menor,11A,3:05
918,Kendrick Lamar,DAMN.,2017,2,ELEMENT.,140,70,280,4/4,F Menor,4A,3:28
919,Kendrick Lamar,DAMN.,2017,3,HUMBLE.,150,75,300,4/4,F# Menor,11A,2:57
920,Kendrick Lamar,DAMN.,2017,4,LOVE. (ft. Zacari),126,63,252,4/4,F Mayor,7B,3:33
921,Kendrick Lamar,DAMN.,2017,5,LOYALTY. (ft. Rihanna),111,55.5,222,4/4,G# Menor,1A,3:47
922,Kendrick Lamar,Mr. Morale & the Big Steppers,2022,1,N95,140,70,280,4/4,G# Menor,1A,3:15
923,Kendrick Lamar,Mr. Morale & the Big Steppers,2022,2,Die Hard,101,50.5,202,4/4,C# Menor,12A,3:59
924,Kendrick Lamar,Singles,2024,1,Not Like Us,101,50.5,202,4/4,G# Menor,1A,4:34
925,Kendrick Lamar,Singles,2024,2,Euphoria,140,70,280,4/4,D# Menor,2A,6:23
926,Kendrick Lamar,Singles,2024,3,"Like That (con Future, Metro Boomin)",162,81,324,4/4,F# Menor,11A,4:27
927,Drake,Take Care,2011,1,Headlines,152,76,304,4/4,F# Menor,11A,3:56
928,Drake,Take Care,2011,2,Crew Love (ft. The Weeknd),80,40,160,4/4,G# Menor,1A,3:29
929,Drake,Take Care,2011,3,Take Care (ft. Rihanna),122,61,244,4/4,C Menor,5A,4:37
930,Drake,Take Care,2011,4,Marvins Room,111,55.5,222,4/4,G# Menor,1A,5:47
931,Drake,Take Care,2011,5,The Motto (ft. Lil Wayne),202,101,404,4/4,A# Menor,3A,3:01
932,Drake,Nothing Was the Same,2013,1,Started From the Bottom,86,43,172,4/4,C# Menor,12A,2:54
933,Drake,Nothing Was the Same,2013,2,"Hold On, We're Going Home (ft. Majid Jordan)",100,50,200,4/4,G# Menor,1A,3:47
934,Drake,Nothing Was the Same,2013,3,Worst Behavior,134,67,268,4/4,F# Menor,11A,4:30
935,Drake,Views,2016,1,Hotline Bling,135,67.5,270,4/4,D Menor,7A,4:27
936,Drake,Views,2016,2,"One Dance (ft. Wizkid, Kyla)",104,52,208,4/4,B♭ Mayor,6B,2:54
937,Drake,Views,2016,3,Controlla,92,46,184,4/4,A# Menor,3A,4:05
938,Drake,Views,2016,4,Too Good (ft. Rihanna),118,59,236,4/4,G# Menor,1A,4:23
939,Drake,Scorpion,2018,1,God's Plan,77,38.5,154,4/4,E Menor,9A,3:18
940,Drake,Scorpion,2018,2,In My Feelings,91,45.5,182,4/4,G# Menor,1A,3:37
941,Drake,Scorpion,2018,3,Nice For What,93,46.5,186,4/4,C# Menor,12A,3:30
942,Drake,Scorpion,2018,4,Nonstop,155,77.5,310,4/4,F# Menor,11A,3:58
943,Drake,Certified Lover Boy,2021,1,"Way 2 Sexy (ft. Future, Young Thug)",136,68,272,4/4,G# Menor,1A,4:17
944,Drake,Her Loss,2022,1,Rich Flex (con 21 Savage),140,70,280,4/4,B Menor,10A,3:59
945,Drake,For All the Dogs,2023,1,First Person Shooter (ft. J. Cole),164,82,328,4/4,F# Menor,11A,4:07
946,Drake,For All the Dogs,2023,2,IDGAF (ft. Yeat),136,68,272,4/4,C# Menor,12A,4:20
947,Tupac Shakur (2Pac),2Pacalypse Now,1991,1,Brenda's Got a Baby,86,43,172,4/4,G Menor,6A,3:55
948,Tupac Shakur (2Pac),Strictly 4 My N.I.G.G.A.Z.,1993,1,Keep Ya Head Up,84,42,168,4/4,G# Menor,1A,4:22
949,Tupac Shakur (2Pac),Strictly 4 My N.I.G.G.A.Z.,1993,2,I Get Around,96,48,192,4/4,C# Menor,12A,4:19
950,Tupac Shakur (2Pac),Me Against the World,1995,1,Me Against the World,88,44,176,4/4,F# Menor,11A,4:40
951,Tupac Shakur (2Pac),Me Against the World,1995,2,So Many Tears,87,43.5,174,4/4,D Menor,7A,3:59
952,Tupac Shakur (2Pac),Me Against the World,1995,3,Dear Mama,84,42,168,4/4,D# Menor,2A,4:40
953,Tupac Shakur (2Pac),All Eyez on Me,1996,1,Ambitionz Az a Ridah,87,43.5,174,4/4,G# Menor,1A,4:39
954,Tupac Shakur (2Pac),All Eyez on Me,1996,2,How Do U Want It,95,47.5,190,4/4,F# Menor,11A,4:47
955,Tupac Shakur (2Pac),All Eyez on Me,1996,3,2 of Amerikaz Most Wanted (ft. Snoop Dogg),102,51,204,4/4,C# Menor,12A,4:07
956,Tupac Shakur (2Pac),All Eyez on Me,1996,4,"California Love (ft. Dr. Dre, Roger Troutman)",92,46,184,4/4,G Menor,6A,4:45
957,Tupac Shakur (2Pac),All Eyez on Me,1996,5,I Ain't Mad at Cha,88,44,176,4/4,A# Menor,3A,4:53
958,Tupac Shakur (2Pac),All Eyez on Me,1996,6,Life Goes On,81,40.5,162,4/4,F# Menor,11A,5:02
959,Tupac Shakur (2Pac),The 7 Day Theory,1996,1,Hail Mary,82,41,164,4/4,A# Menor,3A,5:12
960,Tupac Shakur (2Pac),The 7 Day Theory,1996,2,To Live & Die in L.A.,89,44.5,178,4/4,C# Menor,12A,4:33
961,Tupac Shakur (2Pac),Greatest Hits,1998,1,Changes,111,55.5,222,4/4,G# Menor,1A,4:29
962,Tupac Shakur (2Pac),Singles,1996,1,Hit 'Em Up,95,47.5,190,4/4,F# Menor,11A,5:13
963,The Notorious B.I.G.,Ready to Die,1994,1,Things Done Changed,92,46,184,4/4,F# Menor,11A,3:58
964,The Notorious B.I.G.,Ready to Die,1994,2,Gimme the Loot,91,45.5,182,4/4,G# Menor,1A,5:04
965,The Notorious B.I.G.,Ready to Die,1994,3,Warning,89,44.5,178,4/4,C# Menor,12A,3:40
966,The Notorious B.I.G.,Ready to Die,1994,4,Ready to Die,90,45,180,4/4,A# Menor,3A,4:24
967,The Notorious B.I.G.,Ready to Die,1994,5,Juicy,96,48,192,4/4,A Mayor,11B,5:02
968,The Notorious B.I.G.,Ready to Die,1994,6,Everyday Struggle,86,43,172,4/4,D# Menor,2A,5:19
969,The Notorious B.I.G.,Ready to Die,1994,7,Big Poppa,84,42,168,4/4,F# Menor,11A,4:13
970,The Notorious B.I.G.,Ready to Die,1994,8,One More Chance,92,46,184,4/4,G# Menor,1A,4:43
971,The Notorious B.I.G.,Ready to Die,1994,9,Suicidal Thoughts,88,44,176,4/4,C# Menor,12A,2:50
972,The Notorious B.I.G.,Life After Death,1997,1,Hypnotize,94,47,188,4/4,D# Menor,2A,3:50
973,The Notorious B.I.G.,Life After Death,1997,2,Notorious Thugs (ft. Bone Thugs-n-Harmony),144,72,288,4/4,F# Menor,11A,6:07
